id_estomago,nome_popular,especie_predador,genero_predador,localidade,trecho_rio,periodo_hidrologico,mes,ano,comprimento_padrao_cm,peso_g,grau_replecao,volume_total_original_pct,volume_reescalonado_100,volume_peixe_nao_identificado_pct,volume_restos_peixe_pct,volume_ordens_peixes_pct,volume_familias_peixes_pct,volume_peixes_identificados_pct,volume_invertebrados_pct,volume_total_dieta_pct,riqueza_itens_alimentares,item_dominante_original,volume_item_dominante_pct,dieta_mista
BM084,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2009,64.0,4000.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM085,caparari,Pseudoplatystoma tigrinum,Pseudoplatystoma,Guajará Mirim,upriver Jirau rapid,vazante_seca,outubro,2009,,,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM086,caparari,Pseudoplatystoma tigrinum,Pseudoplatystoma,Guajará Mirim,upriver Jirau rapid,vazante_seca,outubro,2009,,,3,100.0,False,20.0,0.0,0.0,0.0,80.0,0.0,100.0,2,Prochilodus nigricans,80.0,True
BM087,babao,Brachyplatystoma platynemum,Brachyplatystoma,Arara,upriver Jirau rapid,vazante_seca,agosto,2009,,,3,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM088,caparari,Pseudoplatystoma tigrinum,Pseudoplatystoma,Humaitá,downriver Santo Antonio rapid,vazante_seca,outubro,2009,36.0,510.0,1,100.0,False,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,reamins of invertebrates,100.0,False
BM089,barbachata,Pinirampus pirinampu,Pinirampus,Cachoeira do Teotônio,between Santo Antonio and Jirau rapids,vazante_seca,setembro,2009,,,3,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM090,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,dezembro,2009,33.0,380.0,1,478.0,True,0.0,20.9205,79.0795,0.0,0.0,0.0,100.0,2,Clupeiformes,378.0,True
BM091,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,marco,2010,102.0,16000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Leptodoras juruensis,100.0,False
BM092,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,abril,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Cetopsis coecutiens,100.0,False
BM093,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,abril,2010,128.0,23000.0,3,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM094,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2010,119.0,27000.0,1,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Myleinae,100.0,False
BM095,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,114.0,15000.0,2,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Doradidae,100.0,False
BM096,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,129.0,36000.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM097,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,77.0,8500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM098,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,13000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Calophysus macropterus,100.0,False
BM099,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,93.0,13000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Leptodoras juruensis,100.0,False
BM100,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,65.0,5000.0,1,100.0,False,20.0,0.0,0.0,0.0,80.0,0.0,100.0,2,Trachydoras spp.,80.0,True
BM101,barbachata,Pinirampus pirinampu,Pinirampus,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,39.0,630.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM102,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2010,95.0,13200.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus spp.,100.0,False
BM103,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,66.0,3220.0,2,100.0,False,40.0,0.0,0.0,0.0,60.0,0.0,100.0,2,Trachydoras spp.,60.0,True
BM104,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,64.0,3000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM105,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,83.0,8570.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM106,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,76.0,10900.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM107,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,96.0,13000.0,3,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM108,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,67.0,4000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM109,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,74.0,6100.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster amazonica,100.0,False
BM110,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,92.0,12000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM111,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2010,51.0,1000.0,1,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Doradidae,100.0,False
BM112,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2010,77.0,5000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus spp.,100.0,False
BM113,caparari,Pseudoplatystoma tigrinum,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,84.0,6500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Prochilodus nigricans,100.0,False
BM114,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,Cachoeira do Teotônio,between Santo Antonio and Jirau rapids,vazante_seca,outubro,2010,98.0,28000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus spp.,100.0,False
BM115,barbachata,Pinirampus pirinampu,Pinirampus,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,1000.0,2,100.0,False,0.0,0.0,0.0,40.0,60.0,0.0,100.0,2,Prochilodus nigricans,60.0,True
BM116,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,56.0,1710.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM117,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,setembro,2010,75.0,6000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM118,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,58.0,1820.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM119,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,52.0,1100.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM120,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,71.0,3900.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM121,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,vazante_seca,maio,2010,85.0,5000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Symbranchus spp.,100.0,False
BM122,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,cheia,fevereiro,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Crenicichla spp.,100.0,False
BM123,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,vazante_seca,maio,2010,51.0,2000.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pseudanos trimaculatus,100.0,False
BM124,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodella spp.,100.0,False
BM125,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodella spp.,100.0,False
BM126,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,79.0,12000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus spp.,100.0,False
BM127,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,54.0,1500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster spp.,100.0,False
BM128,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,81.0,8000.0,3,100.0,False,10.0,0.0,0.0,0.0,90.0,0.0,100.0,3,Triportheus angulatus,60.0,True
BM129,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,67.5,4000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM130,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,95.0,15000.0,3,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM131,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,83.0,880.0,3,100.0,False,10.0,0.0,0.0,90.0,0.0,0.0,100.0,2,Curimatidae,90.0,True
BM132,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,93.0,14000.0,3,100.0,False,20.0,0.0,0.0,0.0,80.0,0.0,100.0,2,Pellona castelnaeana,80.0,True
BM133,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,74.0,8000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Rhaphiodon vulpinus,100.0,False
BM134,barbachata,Pinirampus pirinampu,Pinirampus,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,39.0,760.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM135,barbachata,Pinirampus pirinampu,Pinirampus,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,42.0,950.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM136,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,39.0,600.0,2,100.0,False,0.0,30.0,70.0,0.0,0.0,0.0,100.0,2,Siluriformes,70.0,True
BM137,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,62.0,4000.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM138,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,70.0,5200.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM139,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,81.0,8100.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM140,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,dezembro,2010,85.0,9200.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Potamorhina latior,100.0,False
BM141,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,Jaciparaná,between Santo Antonio and Jirau rapids,cheia,abril,2010,59.0,2100.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM142,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,39.0,700.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM143,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,32.0,400.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM144,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,1000.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM145,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,45.0,1500.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Tetragonopterus spp.,100.0,False
BM146,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,41.0,1000.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM147,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,1000.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM148,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,45.0,1100.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM149,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,38.0,800.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Tetragonopterus spp.,100.0,False
BM150,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,51.0,2000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM151,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,41.0,1000.0,1,100.0,False,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,Megaloptera,100.0,False
BM152,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,3000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Prochilodus nigricans,100.0,False
BM153,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,44.0,1200.0,1,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Tetragonopterinae,100.0,False
BM154,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,44.0,1100.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM155,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,37.0,800.0,1,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM156,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,1000.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM157,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,,2000.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Prochilodus nigricans,100.0,False
BM158,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,julho,2010,37.0,700.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster spp.,100.0,False
BM159,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,junho,2010,45.0,1200.0,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM160,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,51.0,2500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM161,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,50.0,2100.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM162,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,41.0,800.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM163,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,39.0,900.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Trachydoras spp.,100.0,False
BM164,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,52.0,1500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM165,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,50.0,2000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM166,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,370.0,800.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM167,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2010,470.0,2000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Potamorhina altamazonica,70.0,True
BM168,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,415.0,960.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM169,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,49.0,1810.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM170,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,41.0,980.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM171,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,Cachoeira do Teotônio,between Santo Antonio and Jirau rapids,vazante_seca,outubro,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster spp.,100.0,False
BM172,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,41.0,1010.0,1,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM173,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,outubro,2010,38.0,250.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Plasgioscion spp.,100.0,False
BM174,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,43.0,1000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM175,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,novembro,2010,42.0,500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus angulatus,100.0,False
BM176,jau,Zungaro zungaro,Zungaro,Iata,upriver Jirau rapid,vazante_seca,agosto,2010,,,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM177,jau,Zungaro zungaro,Zungaro,Iata,upriver Jirau rapid,vazante_seca,agosto,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,0.0,100.0,100.0,1,Trichodactylus sp.,100.0,False
BM178,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,vazante_seca,maio,2010,,,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM179,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,50.0,50.0,0.0,100.0,2,Curimatidae,50.0,True
BM180,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Potamorhina latior,100.0,False
BM181,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Characidae,100.0,False
BM182,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Curimatidae,100.0,False
BM183,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM184,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Prochilodus nigricans,60.0,True
BM185,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Prochilodus nigricans,100.0,False
BM186,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Prochilodus nigricans,50.0,True
BM187,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM188,jau,Zungaro zungaro,Zungaro,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Psectrogaster rutiloides,85.0,True
BM189,caparari,Pseudoplatystoma tigrinum,Pseudoplatystoma,Guajará Mirim,upriver Jirau rapid,vazante_seca,junho,2010,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Prochilodus nigricans,70.0,True
BM190,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,40.0,0.0,60.0,0.0,100.0,2,Mylossoma duriventre,60.0,True
BM191,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,marco,2010,,,2,100.0,False,50.0,0.0,50.0,0.0,0.0,0.0,100.0,2,fish n.i.,50.0,True
