id_estomago,nome_popular,especie_predador,genero_predador,localidade,trecho_rio,periodo_hidrologico,mes,ano,comprimento_padrao_cm,peso_g,grau_replecao,volume_total_original_pct,volume_reescalonado_100,volume_peixe_nao_identificado_pct,volume_restos_peixe_pct,volume_ordens_peixes_pct,volume_familias_peixes_pct,volume_peixes_identificados_pct,volume_invertebrados_pct,volume_total_dieta_pct,riqueza_itens_alimentares,item_dominante_original,volume_item_dominante_pct,dieta_mista
BM192,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,1,100.0,False,0.0,0.0,10.0,0.0,90.0,0.0,100.0,2,Triportheus  spp.,90.0,True
BM193,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,3,100.0,False,0.0,0.0,40.0,0.0,60.0,0.0,100.0,2,Mylossoma duriventre,60.0,True
BM194,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,marco,2010,,,2,100.0,False,50.0,0.0,50.0,0.0,0.0,0.0,100.0,2,fish n.i.,50.0,True
BM195,babao,Brachyplatystoma platynemum,Brachyplatystoma,Vila Murtinho,upriver Jirau rapid,cheia,abril,2010,,,1,100.0,False,0.0,0.0,10.0,0.0,90.0,0.0,100.0,2,Triportheus  spp.,90.0,True
BM196,babao,Brachyplatystoma platynemum,Brachyplatystoma,Nova Mamoré,upriver Jirau rapid,vazante_seca,maio,2010,,,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM197,babao,Brachyplatystoma platynemum,Brachyplatystoma,Nova Mamoré,upriver Jirau rapid,vazante_seca,maio,2010,,,1,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Adontosternarchus balaenops,100.0,False
BM198,babao,Brachyplatystoma platynemum,Brachyplatystoma,Ribeirão,upriver Jirau rapid,vazante_seca,agosto,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Calophysus macropterus,90.0,True
BM199,babao,Brachyplatystoma platynemum,Brachyplatystoma,Ribeirão,upriver Jirau rapid,vazante_seca,agosto,2010,,,1,100.0,False,0.0,0.0,40.0,60.0,0.0,0.0,100.0,2,Curimatidae,60.0,True
BM200,babao,Brachyplatystoma platynemum,Brachyplatystoma,Iata,upriver Jirau rapid,vazante_seca,agosto,2010,,,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM201,babao,Brachyplatystoma platynemum,Brachyplatystoma,Iata,upriver Jirau rapid,vazante_seca,agosto,2010,,,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Apteronotus bonaparti,50.0,True
BM202,babao,Brachyplatystoma platynemum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,,,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM203,babao,Brachyplatystoma platynemum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,,,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM204,babao,Brachyplatystoma platynemum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,,,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM205,babao,Brachyplatystoma platynemum,Brachyplatystoma,Cachoeira do Macaco,between Santo Antonio and Jirau rapids,vazante_seca,junho,2010,,,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM206,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,dezembro,2010,41.0,970.0,3,180.0,True,0.0,0.0,55.5556,0.0,44.4444,0.0,100.0,2,Siluriformes,100.0,True
BM207,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,53.0,2000.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM208,surubim,Pseudoplatystoma punctifer,Pseudoplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,82.0,6000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus auritus,100.0,False
BM209,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,january,2011,87.0,12000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Mylossoma spp.,100.0,False
BM210,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,january,2011,88.0,11000.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM211,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,january,2011,96.0,16000.0,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM212,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,90.0,13000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pellona castelnaeana,100.0,False
BM213,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,86.0,9000.0,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM214,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,103.0,18000.0,3,100.0,False,20.0,0.0,0.0,0.0,80.0,0.0,100.0,2,Rhaphiodon vulpinus,80.0,True
BM215,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,71.0,4000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM216,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,79.0,8000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Potamorhina latior,100.0,False
BM217,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,Cachoeira Santo Antonio,downriver Santo Antonio rapid,cheia,january,2011,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM218,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,83.0,10000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM219,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,96.0,15000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Schizodon fasciatus,100.0,False
BM220,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,105.0,17000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM221,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,105.0,18000.0,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Anostomidae,100.0,False
BM222,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,79.0,6000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Cetopsis spp.,100.0,False
BM223,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,93.0,13000.0,3,100.0,False,0.0,0.0,50.0,0.0,50.0,0.0,100.0,2,Characiformes,50.0,True
BM224,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,93.0,13000.0,3,99.99,True,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Psectrogastrer essequibensis,66.66,True
BM225,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,103.0,19000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM226,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,91.0,12000.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM227,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,84.0,8000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM228,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Calama,downriver Santo Antonio rapid,cheia,january,2011,63.0,4500.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pellona spp.,100.0,False
BM229,jau,Zungaro zungaro,Zungaro,Cujubim,downriver Santo Antonio rapid,cheia,fevereiro,2011,,,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Prochilodus nigricans,100.0,False
BM230,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,marco,2011,81.0,9000.0,2,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM231,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,97.0,13000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM232,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,abril,2011,93.0,13000.0,2,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM233,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,82.0,10000.0,3,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Anostomidae,100.0,False
BM234,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,cheia,fevereiro,2011,90.0,13000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM235,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,59.0,3500.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Mylossoma spp.,100.0,False
BM236,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,39.0,600.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Pimelodus blochii,90.0,True
BM237,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,,,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM238,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,january,2011,46.0,2000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus spp.,100.0,False
BM239,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,fevereiro,2011,43.0,1000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Triportheus  spp.,100.0,False
BM240,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,agosto,2011,91.0,8000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Exallodontus aguanai,100.0,False
BM241,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,77.0,6740.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus marginatus,100.0,False
BM242,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,37.0,690.0,2,100.0,False,0.0,0.0,0.0,100.0,0.0,0.0,100.0,1,Pimelodidae,100.0,False
BM243,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,39.0,810.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM244,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,agosto,2011,88.0,8000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Cetopsis candiru,100.0,False
BM245,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,agosto,2011,82.0,7000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Cetopsis coecutiens,100.0,False
BM246,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,julho,2011,50.0,1540.0,3,100.0,False,0.0,0.0,40.0,0.0,60.0,0.0,100.0,2,Caenotropus sp.,60.0,True
BM247,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,44.0,1280.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM248,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,julho,2011,40.0,340.0,3,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM249,babao,Brachyplatystoma platynemum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,julho,2011,52.0,2000.0,3,100.0,False,0.0,0.0,0.0,30.0,70.0,0.0,100.0,2,Psectrogaster amazonica,70.0,True
BM250,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,36.0,850.0,1,100.0,False,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1,scales,100.0,False
BM251,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,42.0,1310.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM252,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,setembro,2011,35.0,690.0,1,100.0,False,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1,scales,100.0,False
BM253,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,71.0,6040.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Hypophthalmus marginatus,100.0,False
BM254,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,30.0,340.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM255,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2011,30.0,400.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM256,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,30.0,380.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM257,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2011,34.0,420.0,3,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM258,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,32.0,420.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM259,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,agosto,2011,31.0,420.0,2,100.0,False,0.0,100.0,0.0,0.0,0.0,0.0,100.0,1,bones,100.0,False
BM260,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,85.0,11000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM261,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,48.0,2000.0,2,100.0,False,0.0,0.0,40.0,0.0,60.0,0.0,100.0,2,Psectrogaster rutiloides,60.0,True
BM262,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,57.0,3000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Potamorhina spp.,100.0,False
BM263,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,52.0,2200.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Anadoras weddellii,100.0,False
BM264,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,37.0,780.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Anadoras weddellii,100.0,False
BM265,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,46.0,1340.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Potamorhina altamazonica,50.0,True
BM266,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,43.0,1160.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Anadoras weddellii,100.0,False
BM267,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,36.0,1000.0,3,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Characiformes,100.0,False
BM268,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,45.0,1500.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pterodoras granulosus,100.0,False
BM269,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,41.0,960.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM270,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,24.0,400.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM271,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,95.0,11000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Planiloricaria cryptodon,100.0,False
BM272,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,85.0,9000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Planiloricaria cryptodon,100.0,False
BM273,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,46.0,1200.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Anadoras weddellii,100.0,False
BM274,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,23.0,600.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM275,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,56.0,2780.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM276,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,40.0,960.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM277,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,42.0,1240.0,2,100.0,False,0.0,0.0,40.0,0.0,60.0,0.0,100.0,2,Sternarchogiton preto,60.0,True
BM278,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,29.0,700.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM279,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,40.0,940.0,1,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM280,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,40.0,1000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Psectrogaster rutiloides,100.0,False
BM281,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,33.0,540.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM282,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,62.0,3840.0,3,100.0,False,20.0,0.0,30.0,0.0,50.0,0.0,100.0,4,Characiformes,30.0,True
BM283,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,maio,2011,57.0,3000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Potamorhina altamazonica,100.0,False
BM284,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,35.0,540.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM285,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,abril,2011,82.0,8000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM286,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2011,1015.0,13100.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Hypophthalmus marginatus,80.0,True
BM287,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2011,32.0,460.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM288,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,cheia,abril,2011,90.0,11000.0,1,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Siluriformes,100.0,False
BM289,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Carlos,downriver Santo Antonio rapid,vazante_seca,setembro,2011,31.0,460.0,2,100.0,False,100.0,0.0,0.0,0.0,0.0,0.0,100.0,1,fish n.i.,100.0,False
BM290,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,maio,2011,,15000.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Ancistrus sp. sideral,100.0,False
BM291,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,maio,2011,111.0,24000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Nemadoras humeralis,100.0,False
BM292,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,junho,2011,64.0,4000.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Tetragonopterus argenteus,100.0,False
BM293,filhote,Brachyplatystoma filamentosum,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,junho,2011,101.0,12140.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Anadoras weddellii,100.0,False
BM294,dourada,Brachyplatystoma rousseauxii,Brachyplatystoma,Calama,downriver Santo Antonio rapid,vazante_seca,maio,2011,88.0,8830.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodina flavipinnis,100.0,False
BM295,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,38.0,820.0,2,100.0,False,0.0,0.0,100.0,0.0,0.0,0.0,100.0,1,Gymnotyformes,100.0,False
BM296,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,36.0,740.0,2,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM297,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,36.0,400.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,1,Pimelodus blochii,100.0,False
BM298,piramutaba,Brachyplatystoma vaillantii,Brachyplatystoma,São Sebastião,downriver Santo Antonio rapid,vazante_seca,junho,2011,33.0,480.0,3,100.0,False,0.0,0.0,0.0,0.0,100.0,0.0,100.0,2,Triportheus  spp.,80.0,True
